Athlete,NOC,Discipline,Event,Medal,Edition
"SHIOKAWA, Michiko",JPN,Volleyball,volleyball,Silver,1972
"SHIRAI, Takako",JPN,Volleyball,volleyball,Silver,1972
"YAMASHITA, Noriko",JPN,Volleyball,volleyball,Silver,1972
"YAMAZAKI, Yaeko",JPN,Volleyball,volleyball,Silver,1972
"HOLCZREITER, Sandor",HUN,Weightlifting,"- 52kg, total (flyweight)",Bronze,1972
"SMALCERZ, Zygmunt",POL,Weightlifting,"- 52kg, total (flyweight)",Gold,1972
"SZÜCS, Lajos",HUN,Weightlifting,"- 52kg, total (flyweight)",Silver,1972
"BONK, Gerd",GDR,Weightlifting,"+ 110kg, total (super heavyweight)",Bronze,1972
"ALEKSEYEV, Vasily",URS,Weightlifting,"+ 110kg, total (super heavyweight)",Gold,1972
"MANG, Rudolf",FRG,Weightlifting,"+ 110kg, total (super heavyweight)",Silver,1972
"CHETIN, Gennadi",URS,Weightlifting,"52 - 56kg, total (bantamweight)",Bronze,1972
"FÖLDI, Imre",HUN,Weightlifting,"52 - 56kg, total (bantamweight)",Gold,1972
"NASSIRI-SERESHT, Mohammad",IRI,Weightlifting,"52 - 56kg, total (bantamweight)",Silver,1972
"BENEDEK, Janos",HUN,Weightlifting,"56 - 60kg, total (featherweight)",Bronze,1972
"NURIKIAN, Norair",BUL,Weightlifting,"56 - 60kg, total (featherweight)",Gold,1972
"SHANIDZE, Dito",URS,Weightlifting,"56 - 60kg, total (featherweight)",Silver,1972
"KACZMAREK, Zbigniew",POL,Weightlifting,"60 - 67.5kg, total (lightweight)",Bronze,1972
"KIRZHINOV, Mukharbi",URS,Weightlifting,"60 - 67.5kg, total (lightweight)",Gold,1972
"KUTCHEV, Mladen",BUL,Weightlifting,"60 - 67.5kg, total (lightweight)",Silver,1972
"SILVINO, Anselmo",ITA,Weightlifting,"67.5 - 75kg, total (middleweight)",Bronze,1972
"BIKOV, Yordan",BUL,Weightlifting,"67.5 - 75kg, total (middleweight)",Gold,1972
"TARABULSI, Kheir Mohamed",LIB,Weightlifting,"67.5 - 75kg, total (middleweight)",Silver,1972
"HORVATH, György",HUN,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",Bronze,1972
"JENSSEN, Leif Goran",NOR,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",Gold,1972
"OZIMEK, Norbert",POL,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",Silver,1972
"BETTEMBOURG, Hans",SWE,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)",Bronze,1972
"NIKOLOV, Andon",BUL,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)",Gold,1972
"SHOPOV, Atanas",BUL,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)",Silver,1972
"GRÜTZNER, Stefan",GDR,Weightlifting,"91 - 110kg, total (heavyweight)",Bronze,1972
"TALTS, Yan",URS,Weightlifting,"91 - 110kg, total (heavyweight)",Gold,1972
"KRAITCHEV, Aleksandar",BUL,Weightlifting,"91 - 110kg, total (heavyweight)",Silver,1972
"JAVADIPOUR, Ebrahim",IRI,Wrestling Free.,- 48kg (light-flyweight),Bronze,1972
"DMITRIEV, Roman",URS,Wrestling Free.,- 48kg (light-flyweight),Gold,1972
"NIKOLOV, Ognian",BUL,Wrestling Free.,- 48kg (light-flyweight),Silver,1972
"TAYLOR, Christopher J.",USA,Wrestling Free.,+ 100kg (super heavyweight),Bronze,1972
"MEDVED, Aleksandr",URS,Wrestling Free.,+ 100kg (super heavyweight),Gold,1972
"DURALIEV, Osman",BUL,Wrestling Free.,+ 100kg (super heavyweight),Silver,1972
"KIM, Gwong Hyong",PRK,Wrestling Free.,48 - 52kg (flyweight),Bronze,1972
"KATO, Kiyomi",JPN,Wrestling Free.,48 - 52kg (flyweight),Gold,1972
"ALAKHVERDIEV, Arsen",URS,Wrestling Free.,48 - 52kg (flyweight),Silver,1972
"KLINGA, Laszlo",HUN,Wrestling Free.,52 - 57kg (bantamweight),Bronze,1972
"YANAGIDA, Hideaki",JPN,Wrestling Free.,52 - 57kg (bantamweight),Gold,1972
"SANDERS, Richard Joseph",USA,Wrestling Free.,52 - 57kg (bantamweight),Silver,1972
"KRASTEV, Ivan",BUL,Wrestling Free.,57 - 62kg (featherweight),Bronze,1972
"ABDULBEKOV, Zagalav",URS,Wrestling Free.,57 - 62kg (featherweight),Gold,1972
"AKDAG, Vehbi",TUR,Wrestling Free.,57 - 62kg (featherweight),Silver,1972
"ASHURALIEV, Ruslan",URS,Wrestling Free.,62 - 68kg (lightweight),Bronze,1972
"GABLE, Daniel Mack",USA,Wrestling Free.,62 - 68kg (lightweight),Gold,1972
"WADA, Kikuo",JPN,Wrestling Free.,62 - 68kg (lightweight),Silver,1972
"SEGER, Adolf",FRG,Wrestling Free.,68 - 74kg (welterweight),Bronze,1972
"WELLS, Wayne Turner",USA,Wrestling Free.,68 - 74kg (welterweight),Gold,1972
"KARLSSON, Jan",SWE,Wrestling Free.,68 - 74kg (welterweight),Silver,1972
"IORGA, Vasile",ROU,Wrestling Free.,74 - 82kg (middleweight),Bronze,1972
"TEDIASHVILI, Levan",URS,Wrestling Free.,74 - 82kg (middleweight),Gold,1972
"PETERSON, John Allan",USA,Wrestling Free.,74 - 82kg (middleweight),Silver,1972
"BAJKO, Karoly",HUN,Wrestling Free.,82 - 90kg (light-heavyweight),Bronze,1972
"PETERSON, Benjamin Lee",USA,Wrestling Free.,82 - 90kg (light-heavyweight),Gold,1972
"STRAKHOV, Gennadi",URS,Wrestling Free.,82 - 90kg (light-heavyweight),Silver,1972
"CSATARI, Jozsef",HUN,Wrestling Free.,90 - 100kg (heavyweight),Bronze,1972
"YARYGIN, Ivan",URS,Wrestling Free.,90 - 100kg (heavyweight),Gold,1972
"BAYANMUNK, Khorloo",MGL,Wrestling Free.,90 - 100kg (heavyweight),Silver,1972
"ANGELOV, Stefan",BUL,Wrestling Gre-R,- 48kg (light-flyweight),Bronze,1972
"BERCEANU, Gheorghe",ROU,Wrestling Gre-R,- 48kg (light-flyweight),Gold,1972
"ALIABADI, Rahim",IRI,Wrestling Gre-R,- 48kg (light-flyweight),Silver,1972
"DOLIPSCHI, Victor",ROU,Wrestling Gre-R,+ 100kg (super heavyweight),Bronze,1972
"ROSHCHIN, Anatoli",URS,Wrestling Gre-R,+ 100kg (super heavyweight),Gold,1972
"TOMOV, Aleksandr",BUL,Wrestling Gre-R,+ 100kg (super heavyweight),Silver,1972
"BOGNANNI, Giuseppe",ITA,Wrestling Gre-R,48 - 52kg (flyweight),Bronze,1972
"KIROV, Petar",BUL,Wrestling Gre-R,48 - 52kg (flyweight),Gold,1972
"HIRAYAMA, Koichiro",JPN,Wrestling Gre-R,48 - 52kg (flyweight),Silver,1972
"BJÖRLIN, Risto",FIN,Wrestling Gre-R,52 - 57kg (bantamweight),Bronze,1972
"KAZAKOV, Rustem",URS,Wrestling Gre-R,52 - 57kg (bantamweight),Gold,1972
"VEIL, Hans-Jürgen",FRG,Wrestling Gre-R,52 - 57kg (bantamweight),Silver,1972
"LIPIEN, Kazimierz",POL,Wrestling Gre-R,57 - 62kg (featherweight),Bronze,1972
"MARKOV, Georghi",BUL,Wrestling Gre-R,57 - 62kg (featherweight),Gold,1972
"WEHLING, Heinz-Helmut",GDR,Wrestling Gre-R,57 - 62kg (featherweight),Silver,1972
"RANZI, Gian Matteo",ITA,Wrestling Gre-R,62 - 68kg (lightweight),Bronze,1972
"KHISAMUTDINOV, Shamil",URS,Wrestling Gre-R,62 - 68kg (lightweight),Gold,1972
"APOSTOLOV, Stoyan",BUL,Wrestling Gre-R,62 - 68kg (lightweight),Silver,1972
"KARLSSON, Jan",SWE,Wrestling Gre-R,68 - 74kg (welterweight),Bronze,1972
"MACHA, Vitezslav",TCH,Wrestling Gre-R,68 - 74kg (welterweight),Gold,1972
"GALAKTOPOULOS, Petros",GRE,Wrestling Gre-R,68 - 74kg (welterweight),Silver,1972
"NENADIC, Milovan",YUG,Wrestling Gre-R,74 - 82kg (middleweight),Bronze,1972
"HEGEDÜS, Csaba",HUN,Wrestling Gre-R,74 - 82kg (middleweight),Gold,1972
